n_iter,gd_adult,sgd_adult,adam_adult,irls_credit,gd_credit,sgd_credit,adam_credit,irls_sick,gd_sick,sgd_sick,adam_sick,irls_titanic,gd_titanic,sgd_titanic,adam_titanic
22,0.3501191959110827,0.3572810318062466,2.0560236564700216,0.4397883680889956,1.2475605403830945,1.2038576061430235,1.1837917995316365,0.10073619807154385,0.24685956636330572,0.23489442998680726,1.3373225251428713,0.07002767219769152,0.5620261432042092,0.5056547267018828,1.6385757614693557
23,0.34900767889341777,0.3562076204536456,2.0534737749312106,0.4397883680889956,1.242909577889584,1.1961172308208883,1.1827447090085677,0.10073619019062481,0.24287071262170268,0.22956056144962964,1.3358771988224305,0.07002767219769153,0.5473585786531796,0.49480314560061317,1.636826972122483
24,0.34797975172222545,0.35519838040784396,2.050955407743809,0.4397883680889956,1.238365683809176,1.1884976690115785,1.181714566012252,0.1007361833335542,0.23912496493349306,0.22472538222316735,1.3344496730939335,0.07002767219769153,0.5333145819566676,0.4843422605612593,1.6350999401339341
25,0.3470270963662529,0.3542350439830511,2.0484684720428694,0.4397883680889956,1.2339218621280008,1.1809966306282822,1.180701144715816,0.10073617731226689,0.23559748803614347,0.220327558229612,1.3330399012998129,0.07002767219769153,0.5198545492415663,0.4742559870136283,1.6333946025746289
26,0.3461422530766957,0.35332825403608603,2.046012766558374,0.4397883680889956,1.2295715981472946,1.1736090067954774,1.1797041729386712,0.10073617198213,0.23226687760045092,0.2163125583440625,1.3316477696211755,0.07002767219769153,0.5069433028778995,0.4645356883671348,1.6317108153569027
27,0.3453188151685628,0.35246928058119803,2.043587993520523,0.4397883680889956,1.225308832807765,1.1663201490176451,1.1787233428579929,0.10073616723009243,0.22911459571916096,0.21263628685293587,1.3302731096771012,0.07002767219769153,0.4945493811164378,0.4551619333721532,1.6300483682955904
28,0.3445510012108471,0.35165609523546326,2.0411937771150246,0.4397883680889956,1.221127937303394,1.159146370648417,1.1777583199804087,0.1007361629665113,0.22612451092067332,0.20925121353457243,1.328915708630543,0.07002767219769153,0.48264445438285103,0.44611848517608566,1.6284069977933486
29,0.34383379690363425,0.3508816032722033,2.0388296790395035,0.4397883680889956,1.2170236881587302,1.1520648068147072,1.176808750613206,0.10073615911939099,0.22328252149074368,0.2061274174282119,1.3275753186212405,0.07002767219769153,0.47120284508360083,0.4373923069460949,1.6267863975348733
30,0.3431626598415603,0.35015313390157965,2.036495211620994,0.4397883680889956,1.2129912429134173,1.1450821928889274,1.1758742680389638,0.10073615563024306,0.22057624551836144,0.20323492467465945,1.32625166363854,0.07002767219769153,0.4602011320825242,0.42897095115192135,1.625186227498342
31,0.34253361685633515,0.34944196803964306,2.034189848869289,0.4397883680889956,1.2090261165304128,1.1381921943118034,1.1749544975723076,0.10073615245105946,0.2179947646457213,0.20054762562574047,1.3249444459822959,0.07002767219769153,0.4496178244975518,0.4208412396056492,1.6236061215501532
32,0.34194305960987303,0.3487731944647282,2.0319130357881843,0.4397883680889956,1.2051241586196169,1.1313978150884938,1.174049060658512,0.10073614954206465,0.21552841125399316,0.19804373211896478,1.323653351621904,0.07002767219769153,0.4394330922975892,0.4129883337284424,1.6220456938380547
33,0.34138780720065937,0.3481423643247489,2.0296641962057027,0.4397883680889956,1.2012815315467682,1.1246901981221602,1.1731575781582506,0.1007361468700224,0.21316859094931082,0.1957025724456256,1.3223780543163581,0.07002767219769152,0.4296285434762973,0.4054039030374755,1.6205045441677175
34,0.3408649658530557,0.34752548905790653,2.0274427393484182,0.4397883680889956,1.1974946894781509,1.1180747525296912,1.172279672948597,0.10073614440694416,0.2109076338726045,0.1935088713619683,1.3211182199281746,0.07002767219769153,0.42018703944481106,0.3980735106851132,1.6189822625143373
35,0.3403719654014421,0.34694795109415566,2.0252480653492397,0.4397883680889956,1.1937603583947096,1.111539242203863,1.1714149719563969,0.10073614212909188,0.20873866965293952,0.19144829546659972,1.3198735088341462,0.07002767219769153,0.411092541802219,0.39098926675550544,1.6174784328011622
36,0.33990646490042714,0.3463883577960547,2.0230795698456165,0.4397883680889956,1.190075517094747,1.1050898666051905,1.170563107725995,0.10073614001619997,0.2066555218407189,0.1895082420869391,1.3186435789242004,0.07002767219769153,0.4023299848776982,0.38414254398624925,1.6159926360515544
37,0.33946636994249163,0.34585330079047216,2.02093664780533,0.4397883680889956,1.18643737919176,1.098723327663431,1.1697237196091994,0.10073613805086214,0.20465261845827898,0.18767399011992011,1.317428088040754,0.07002767219769153,0.3938851694453968,0.3775213460894121,1.6145244530118485
38,0.3390497713380168,0.34534386314829474,2.0188186966944763,0.4397883680889956,1.1828433761036163,1.0924355336124851,1.1688964546516556,0.10073613621804398,0.20272491593969422,0.1859400837051199,1.3162266949075976,0.07002767219769153,0.38574467383579375,0.3711151015808692,1.6130734663193294
39,0.3386549487058358,0.34485555612121793,2.016725119081672,0.4397883680889956,1.1792911410203992,1.0862263457575991,1.1680809682371267,0.10073613450469157,0.2008678342361731,0.18429613597651132,1.3150390615533434,0.07002767219769153,0.3778957793402777,0.3649163873357,1.6116392622865303
40,0.3382803329076536,0.3443846925660549,2.0146553247701164,0.4397883680889956,1.175778493831134,1.0800932808330228,1.1672769245397376,0.1007361328994157,0.19907720126672707,0.18273338375193196,1.313864854033127,0.07002767219769153,0.37032640735718125,0.3589190514931993,1.6102214323561417
41,0.3379245001065033,0.3439307739277528,2.0126087325173367,0.4397883680889956,1.1723034269837624,1.0740321819672143,1.1664839968244247,0.1007361313922342,0.19734920521769195,0.18124599937078723,1.312703743223906,0.07002767219769153,0.36302506618019165,0.35310998930914794,1.6088195742777651
42,0.3375861511008205,0.34349798050199454,2.0105847714144924,0.43978836808899546,1.1688640922482163,1.0680450905017242,1.1657018676274846,0.10073612997436092,0.19568035345602086,0.17982826690529413,1.3115554061489663,0.07002767219769153,0.3559808057022236,0.34748758309371536,1.6074332930468687
43,0.3372640990597925,0.34308026835722866,2.008582881967936,0.4397883680889956,1.165458788348941,1.0621310436085365,1.1649302288425007,0.10073612863803165,0.19406743703309345,0.17847408236101608,1.3104195262197889,0.07002767219769153,0.3491831786142872,0.3420401438264134,1.606062201641917
44,0.33695726067258996,0.3426796955464651,2.006602516935244,0.4397883680889956,1.162085949430652,1.056289720827895,1.1641687817314204,0.10073612737635956,0.1925074999282325,0.1771787938980033,1.3092957937099787,0.07002767219769153,0.3426222069315487,0.33676209967509807,1.6047059215914998
45,0.33666463999575197,0.34229496222007433,2.0046431419482276,0.4397883680889956,1.1587441343194007,1.0505177662722727,1.1634172368763804,0.10073612618321431,0.1909978123220956,0.17593792258353752,1.3081839061962104,0.07002767219769152,0.3362883528873655,0.33164828471482827,1.6033640833956908
46,0.33638532763708023,0.3419222824121603,2.0027042359578457,0.4397883680889956,1.1554320165399612,1.0448138586450302,1.162675314084608,0.10073612505312111,0.18953584730582296,0.1747475919918746,1.3070835688076627,0.07002767219769153,0.3301724934083992,0.32668989870141074,1.6020363268259847
47,0.33611848254274806,0.3415653031893402,2.000785291530992,0.4397883680889956,1.1521483750500299,1.0391767432950556,1.1619427422561932,0.10073612398117497,0.1881192605271641,0.17360429596662494,1.3059944944751487,0.07002767219769153,0.32426589752637336,0.32188340754576855,1.6007223011223346
48,0.3358633364117485,0.34122060955962186,1.998885815019067,0.4397883680889956,1.1488920856517915,1.0336053279190929,1.1612192592225423,0.10073612296296844,0.18674587235364348,0.17250502738727677,1.3049164038537309,0.07002767219769152,0.3185602061998236,0.31721890524083984,1.59942166510339
49,0.33561917477262704,,1.99700532662184,0.4397883680889956,1.1456621130417743,1.028100348859465,1.1605046115619382,0.1007361219945301,0.18541365219824296,0.1714474695868527,1.3038490254442547,0.07002767219769153,0.3130474141165415,0.31269411472589204,1.5981340872047451
50,0.33538534456375196,,1.9951433603642632,0.4397883680889956,1.142457503460655,1.0226595787368138,1.1597985543973126,0.10073612107227162,0.18412070470753134,0.1704279499655307,1.302792095496775,0.07002767219769153,0.30771985312780903,0.30830344321686465,1.5968592454579953
51,0.3351612354731239,,1.9932994640000632,0.4397883680889956,1.1392773779056335,1.017281712418615,1.1591008511805974,0.10073612019294274,0.18286525755763874,0.16944410987584574,1.301745358120578,0.07002767219769153,0.30257017703183875,0.3040417078399506,1.5955968274184398
52,0.3349462891833136,,1.9914731988557468,0.4397883680889956,1.1361209258692437,1.01196803648646,1.1584112734671723,0.10073611935359233,0.18164565064154678,0.16849430086723385,1.300708565190571,0.07002767219769153,0.29759134747841426,0.2999044071982003,1.5943465300539614
53,0.3347399816517792,,1.989664139626328,0.4397883680889956,1.1329873995697368,1.0067170254577944,1.1577296006833837,0.1007361185515346,0.1804603264631296,0.16757677639586668,1.2996814760682645,0.07002767219769153,0.29277662081155464,0.2958847041903583,1.593108059599208
54,0.33454183295020634,,1.9878718741322103,0.4397883680889956,1.129876108639688,1.0015283965490849,1.1570556198896382,0.10073611778431985,0.17930782158029113,0.16668941643704596,1.2986638573890197,0.07002767219769153,0.28811953570371096,0.291978277331864,1.5918811313845829
55,0.33435139093102306,,1.9860960030446408,0.4397883680889956,1.1267864152409557,0.996398660253627,1.1563891255411824,0.1007361170497092,0.17818675896224576,0.16583048681336768,1.297655483379395,0.07002767219769153,0.283613901464924,0.28818338856048026,1.5906654696435516
56,0.33416824091994124,,1.9843361395872878,0.4397883680889956,1.123717729575733,0.9913268877793064,1.1557299192482768,0.1007361163456522,0.17709584114519253,0.16499879794555786,1.2966561350575534,0.07002767219769153,0.27925378693465097,0.28449473614282716,1.5894608073035463
57,0.33399199103488314,,1.9825919092207593,0.4397883680889956,1.1206695057650156,0.9863179449411956,1.1550778095372998,0.10073611567026743,0.17603384408690456,0.16419256163032248,1.295665600601432,0.07002767219769153,0.27503350988358133,0.28090773046851086,1.5882668857640323
58,0.3338222812405289,,1.9808629493110097,0.4397883680889956,1.1176412380673946,0.981365459568648,1.1544326116139658,0.10073611502182542,0.17499961163457547,0.16341088479209473,1.2946836748490222,0.07002767219769153,0.27094762686848844,0.277420529636009,1.587083454668228
59,0.3336587704487489,,1.9791489087924024,0.43978836808899546,1.1146324574126765,0.9764689326478371,1.1537941471296767,0.10073611439873356,0.1739920505320226,0.16265184904801155,1.2937101591846676,0.07002767219769153,0.26699092349569875,0.2740286595910836,1.585910271664666
60,0.33350114463252606,,1.9774494478223288,0.43978836808899546,1.1116427282263819,0.9716314289972152,1.1531622439518492,0.10073611379952273,0.17301012590237072,0.16191477720942699,1.2927448612700547,0.07002767219769152,0.2631584050586631,0.27072957888814936,1.5847471021693273
61,0.3333491057342123,,1.9757642374350042,0.4397883680889956,1.1086716455226664,0.9668519279826933,1.1525367359388796,0.1007361132228357,0.17205285715089894,0.16119865327625763,1.2917875950707756,0.07002767219769153,0.2594452875228584,0.26751778402655046,1.5835937191234222
62,0.3332023786762417,,1.974092959194102,0.4397883680889956,1.1057188322446916,0.9621278762984872,1.1519174627202884,0.10073611266741657,0.1711193142400558,0.16050241776391694,1.290838180362839,0.07002767219769153,0.2558469888372408,0.26439163647396907,1.5824499027524042
63,0.3330607020292037,,1.9724353048491825,0.4397883680889956,1.1027839368328456,0.9574587615304267,1.1513042694824556,0.10073611213210136,0.1702086142949202,0.1598248470662894,1.2898964428315143,0.07002767219769153,0.2523591205560468,0.2613480721068786,1.5813154403268017
64,0.3329238338586599,,1.970790975992642,0.4397883680889956,1.0998666310025964,0.9528426258181608,1.1506970067602544,0.10073611161580989,0.16931991850276965,0.15916569875370762,1.2889622136579257,0.07002767219769153,0.24897747975816653,0.25838412090676716,1.5801901259245392
65,0.3327915440531613,,1.9691596837249172,0.4397883680889956,1.0969666077149969,0.9482842128803554,1.150095530234832,0.1007361111175383,0.16845242927504508,0.1585235996471857,1.288035329402633,0.07002767219769153,0.2456980412538411,0.25549701623468646,1.5790737601978446
66,0.33266361901885916,,1.9675411483245882,0.4397883680889956,1.0940835793241104,0.943779900905868,1.1494997005376553,0.10073611063635242,0.16760538764398444,0.15789812017031968,1.2871156317489953,0.07002767219769153,0.24251695007024288,0.25268445703293907,1.5779661501448983
67,0.33253985553373017,,1.9659350989252844,0.4397883680889956,1.0912172758867735,0.9393267866752415,1.148909383060936,0.10073611017138176,0.16677807086963212,0.15728886144593499,1.286202967531269,0.07002767219769153,0.2394305142087483,0.249943830928762,1.576867108885482
68,0.3324200643509492,,1.964341273200206,0.4397883680889956,1.0883674436211594,0.9349267492743718,1.1483244477744474,0.10073610972181427,0.16596979023589606,0.15669495656572643,1.2852971884127329,0.07002767219769152,0.23643519766753535,0.24727296337043592,1.5757764554421285
69,0.3323040654258806,,1.9627594170559373,0.4397883680889956,1.0855338435016992,0.9305779902383329,1.147744769048742,0.10073610928689138,0.1651798890168911,0.15611510497057468,1.2843981505762003,0.07002767219769153,0.23352761372363706,0.24466878385297436,1.5746940145278174
70,0.33219169052063136,,1.9611892843348977,0.4397883680889956,1.082716249978792,0.9262819310377457,1.1471702254846963,0.10073610886590378,0.1644077405970257,0.15554969424766796,1.2835057148309406,0.07002767219769154,0.23070451846884346,0.242129652888779,1.5736196163397131
71,0.3320827796417333,,1.9596306365242142,0.4397883680889956,1.0799144498126998,0.9220367473002988,1.1466006997493259,0.10073610845818735,0.1636527467302196,0.15499775058786003,1.2826197462427003,0.07002767219769153,0.22796280459393528,0.23965269131769765,1.5725530963583416
72,0.3319771827560842,,1.9580832424779868,0.4397883680889956,1.0771282410118288,0.9178417550673478,1.146036078417732,0.10073610806311975,0.16291433592531157,0.15445879075523206,1.2817401140444022,0.07002767219769153,0.22529949541570568,0.2372375601702634,1.5714942951535975
73,0.33187475727679516,,1.9565468781447488,0.4397883680889956,1.0743574318663767,0.9136961202439112,1.1454762518210895,0.10073610768011701,0.1621919619461762,0.15393202940674938,1.280866691548537,0.07002767219769153,0.2227117391411257,0.23488070117668314,1.5704430581969964
74,0.33177536900861615,0.3352338384600787,1.9550213263071552,0.4397883680889956,1.0716018400690699,0.9096021101902406,1.1449211139005049,0.10073610730863083,0.16148510241633732,0.15341700747071393,1.2799993558010756,0.07002767219769153,0.2201968033628627,0.23258045795069437,1.5693992356810784
75,0.33167889052487876,0.335079212881503,1.9535063763281886,0.4397883680889956,1.0688612919153748,0.9055543799886482,1.1443705620666045,0.10073610694814569,0.16079325751897708,0.15291383178818657,1.2791379878313274,0.07002767219769152,0.217752069780202,0.2303356170734351,1.5683626823443124
76,0.33158520146104775,0.3349325242113626,1.9520018239084893,0.4397883680889956,1.0661356215762057,0.9015564866548221,1.1438244970646763,0.10073610659817651,0.16011594878420848,0.1524217830985747,1.2782824719275192,0.07002767219769153,0.21537502913925327,0.2281438994312376,1.5673332573021288
77,0.3314941876352505,0.33479792271996295,1.9505074708515737,0.4397883680889956,1.0634246704367152,0.897605000227007,1.143282822845215,0.10073610625826646,0.15945271795633126,0.15194043368857799,1.2774326960252043,0.07002767219769153,0.2130632763861756,0.22600372580692563,1.5663108238851309
78,0.3314057408039927,0.33464913677921015,1.9490231248385277,0.4397883680889956,1.0607282864953131,0.8937010423156637,1.1427454464396598,0.10073610592798485,0.15880312593453755,0.15146956672266448,1.2765885514456554,0.07002767219769153,0.21081450602702334,0.2239137122848526,1.5652952494827526
79,0.3313197583910885,0.33450515123028024,1.947548599210383,0.4397883680889956,1.0580463238175235,0.8898430549841553,1.142212277841195,0.10073610560692535,0.15816675178119025,0.15100849419635604,1.2757499325209842,0.07002767219769153,0.2086265076877102,0.2218721205054805,1.564286405392892
80,0.33123614281156744,0.33436820135121575,1.9460837127592983,0.4397883680889956,1.0553786420397815,0.8860317528544774,1.1416832298903834,0.10073610529470435,0.1575431917923775,0.15055707795037845,1.2749167367313023,0.07002767219769153,0.20649716186751582,0.21987715291482238,1.5632841666777322
81,0.3311548016875924,0.33423905147918026,1.9446282895276235,0.4397883680889956,1.052725105918671,0.882266620438854,1.1411582181655098,0.10073610499095915,0.156932058625957,0.15011503940752352,1.2740888647111914,0.07002767219769153,0.2044244358795146,0.21792838066894876,1.5622884120238298
82,0.3310756468365837,0.3341072680169676,1.9431821586162508,0.43978836808899546,1.0500855849214845,0.8785453757186021,1.1406371608773995,0.10073610469534687,0.15633298048275715,0.14968186977871917,1.273266219646501,0.07002767219769153,0.20240637997129504,0.21602359874916807,1.5612990236104156
83,0.33099859486685723,0.3339798768245159,1.9417451539977162,0.4397883680889956,1.0474599528543762,0.8748704118522267,1.1401199787686012,0.10073610440754277,0.15574560033700396,0.1492573468491436,1.2724487077854592,0.07002767219769153,0.20044112361935296,0.21416183937889438,1.5603158869799472
84,0.3309235659149632,0.33385728667672565,1.9403171143397462,0.4397883680889956,1.044848087524668,0.8712393741046326,1.1396065950167098,0.10073610412723948,0.15516957521239882,0.1488414089264157,1.271636237787238,0.07002767219769153,0.19852687199058816,0.21234144758056925,1.55933889091589
85,0.330850484528244,0.33373917632490185,1.9388978828342025,0.4397883680889956,1.0422498704341978,0.8676508340873521,1.1390969351417002,0.10073610385414539,0.15460457550059,0.14843361995835277,1.2708287209913784,0.07002767219769153,0.19666190256440275,0.21056169274159248,1.558367927324302
86,0.33077927822486775,0.3336188451424262,1.9374873070329786,0.4397883680889956,1.0396651865008586,0.8641067930182813,1.1385909269170946,0.100736103587984,0.1540502843190659,0.14803343431533147,1.270026071202545,0.07002767219769153,0.19484456190899294,0.20882082022260656,1.5574028911209368
87,0.33070987858397033,0.3335053561625954,1.936085238691576,0.4397883680889956,1.0370939238057375,0.8606042467509638,1.138088500284817,0.10073610332849278,0.15350639690574952,0.14764120775316644,1.2692282045433259,0.07002767219769153,0.19307326260553814,0.2071180610762055,1.5564436801224877
88,0.33064221969102353,0.33339200432401805,1.934691533617545,0.4397883680889956,1.0345359733634927,0.8571443563789617,1.1375895872735593,0.10073610307542234,0.15297262004780357,0.1472561535346442,1.2684350395451787,0.07002767219769153,0.19134648031412152,0.20545189254875942,1.5554901949421922
89,0.3305762393688946,0.3332815828878524,1.9333060515263785,0.4397883680889956,1.0319912289138196,0.8537257814669098,1.1370941219205575,0.10073610282853568,0.1524486715423579,0.14687839869158012,1.267646496889555,0.07002767219769153,0.18966275097536145,0.2038215007820228,1.554542338889977
90,0.3305118775606686,0.33317429614757793,1.931928655902756,0.4397883680889956,1.0294595867320468,0.8503499412633964,1.136602040196578,0.1007361025876073,0.15193427968705697,0.14650762003898213,1.2668624992747997,0.07002767219769152,0.1880206681418895,0.2022263610866152,1.5536000178771299
91,0.33044907764657533,0.333068910305956,1.9305592138674224,0.4397883680889956,1.026940945457085,0.8470143446246928,1.1361132799340363,0.10073610235242263,0.1514291827984896,0.14614353591218845,1.2660829716283248,0.07002767219769153,0.1864188804339776,0.20066503450399914,1.5526631403231623
92,0.3303877848068229,0.3329655233725571,1.92919759604915,0.43978836808899546,1.0244352059351132,0.8437185317634099,1.1356277807580717,0.10073610212277725,0.15093312875671394,0.14578597772056306,1.2653078407469982,0.07002767219769153,0.18485608911379162,0.19913646138047494,1.5517316170685187
93,0.3303279473797978,0.33287057117854074,1.927843676463282,0.4397883680889956,1.021942271077523,0.8404623561250008,1.1351454840204767,0.10073610189847643,0.15044587457422737,0.145434840192795,1.2645370355109171,0.07002767219769153,0.18333104577292797,0.19763999390623974,1.5508053612901753
94,0.33026951523859843,0.3327688615825157,1.9264973323932446,0.4397883680889956,1.0194620457318027,0.8372468335380305,1.134666332736353,0.10073610167933449,0.14996718598785344,0.14508984060368352,1.2637704863682684,0.07002767219769152,0.18184255012807424,0.19617430717380743,1.5498842884192159
95,0.3302124411553076,0.33266896511418315,1.9251584442782068,0.4397883680889956,1.0169944365641221,0.8340688737780604,1.1341902715233734,0.10073610146517423,0.14949683707213118,0.14475082089157137,1.2630081258309052,0.07002767219769153,0.1803894479198191,0.19473883365406208,1.548968316064442
96,0.330156679217396,0.3325762446865848,1.9238268956053934,0.4397883680889956,1.0145393519525487,0.8309308640391418,1.13371724654355,0.1007361012558266,0.14903460987289413,0.14441772545313986,1.2622498880216153,0.07002767219769153,0.1789706289098261,0.19333305303872525,1.5480573639369704
97,0.3301021861704724,0.3324807390882662,1.9225025728058456,0.4397883680889956,1.0120967018898626,0.8278304093676017,1.1332472054473828,0.10073610105113004,0.1485802940598205,0.14409027872641916,1.2614957086196497,0.07002767219769153,0.17758502497176934,0.1919557183203897,1.547151353778318
98,0.3300489198943427,0.3323906919907026,1.9211853651549815,0.4397883680889956,1.009666397895091,0.8247675987179193,1.1327800973203193,0.10073610085093028,0.14813368659682094,0.1437683045904106,1.260745525130323,0.07002767219769152,0.17623160827161508,0.19060619079009583,1.5462502092924713
99,0.32999684070353374,0.3323028651253554,1.9198751646776349,0.43978836808899546,1.0072483529329235,0.8217424862100677,1.1323158726313771,0.10073610065507971,0.14769459142920893,0.14345180963767765,1.2599992763971126,0.07002767219769153,0.17490938953301557,0.18928389110739988,1.5453538560791789
100,0.32994590989707423,0.3322157068224718,1.9185718660555773,0.4397883680889956,1.0048424813402665,0.8187536271223227,1.13185448318389,0.10073610046343726,0.1472628191866717,0.1431406425570029,1.259256902980467,0.07002767219769153,0.17361741638376105,0.18798788806600733,1.5444622215709556
101,0.32989609100180994,0.332127706690518,1.917275366539867,0.4397883680889956,1.0024486987592613,0.8158008596320524,1.1313958820682473,0.10073610027586778,0.14683818690112382,0.14283447434081847,1.2585183467330971,0.07002767219769153,0.17235477177940894,0.18671711475046918,1.543575234972237
