C,No. of features,Balanced accuracy,Final score
0.01,78.0,0.6031259183073758,0.4571259183073758
0.02,209.0,0.6017668233911255,0.1937668233911255
0.03,277.0,0.5941632383191302,0.050163238319130166
0.04,324.0,0.5955774316779312,-0.04242256832206881
0.05,355.0,0.6031626506024097,-0.09683734939759037
0.060000000000000005,373.0,0.5881024096385542,-0.1478975903614459
0.06999999999999999,390.0,0.5941448721716133,-0.17585512782838675
0.08,397.0,0.5821885101381135,-0.20181148986188657
0.09,403.0,0.5774867763737879,-0.21851322362621228
0.09999999999999999,410.0,0.5849985307081986,-0.22500146929180143
0.11,416.0,0.6290221863062004,-0.19297781369379963
0.12,423.0,0.5866331178372024,-0.24936688216279768
0.13,428.0,0.5958161915956509,-0.2501838084043492
0.14,430.0,0.6321995298266235,-0.21780047017337645
0.15000000000000002,434.0,0.6110968263297091,-0.24690317367029102
0.16,440.0,0.6016198942109903,-0.2683801057890097
0.17,443.0,0.6216573611519247,-0.2543426388480754
0.18000000000000002,445.0,0.6231633852483103,-0.25683661475168973
0.19,448.0,0.591353217749045,-0.2946467822509551
0.2,452.0,0.6320158683514546,-0.2619841316485455
0.21000000000000002,455.0,0.6094989714957391,-0.29050102850426096
0.22,458.0,0.6212900382015869,-0.28470996179841324
0.23,460.0,0.6228511607405232,-0.2871488392594769
0.24000000000000002,463.0,0.6260285042609463,-0.2899714957390539
0.25,464.0,0.6245592124595944,-0.2934407875404057
0.26,467.0,0.6124559212459595,-0.31154407875404055
0.27,467.0,0.6124559212459595,-0.31154407875404055
0.28,467.0,0.6124559212459595,-0.31154407875404055
0.29000000000000004,466.0,0.6031810167499265,-0.3188189832500735
0.3,469.0,0.6229797237731414,-0.3050202762268588
0.31,468.0,0.6306935057302381,-0.2953064942697621
0.32,470.0,0.6337973846605935,-0.2962026153394065
0.33,471.0,0.6092234792829856,-0.32277652071701446
0.34,471.0,0.6092234792829856,-0.32277652071701446
0.35000000000000003,470.0,0.6122722597707905,-0.3177277402292096
0.36000000000000004,469.0,0.6336688216279753,-0.2943311783720248
0.37,470.0,0.6122722597707905,-0.3177277402292096
0.38,472.0,0.6323831913017925,-0.3016168086982075
0.39,472.0,0.6457721128416103,-0.28822788715838976
0.4,472.0,0.6457721128416103,-0.28822788715838976
0.41000000000000003,474.0,0.5914083161915957,-0.34659168380840444
0.42000000000000004,474.0,0.5914083161915957,-0.34659168380840444
0.43,474.0,0.5914083161915957,-0.34659168380840444
0.44,475.0,0.6426866000587717,-0.2973133999412284
0.45,476.0,0.595981486923303,-0.34601851307669707
0.46,477.0,0.6168086982074641,-0.32719130179253597
0.47000000000000003,477.0,0.6168086982074641,-0.32719130179253597
0.48000000000000004,476.0,0.6109315310020571,-0.33106846899794296
0.49,476.0,0.6109315310020571,-0.33106846899794296
0.5,477.0,0.6034014105201293,-0.34059858947987076
