C,No. of features,Balanced accuracy,Final score
2.38,836.0,0.9650961801403213,0.9257961801403213
2.3899999999999997,923.0,0.9701470150076119,0.926497015007612
2.4,861.0,0.9681185180952536,0.9275685180952536
2.4099999999999997,597.0,0.969662338934488,0.9423123389344881
2.42,773.0,0.9691450109995959,0.9329950109995959
2.4299999999999997,828.0,0.9726683509585362,0.9337683509585362
2.44,851.0,0.9691531739650381,0.929103173965038
2.4499999999999997,818.0,0.9686358460301459,0.9302358460301459
2.46,780.0,0.9696786648653724,0.9331786648653724
2.4699999999999998,903.0,0.96814300699158,0.92549300699158
2.48,810.0,0.9701633409384962,0.9321633409384962
2.4899999999999998,1043.0,0.9716908358468465,0.9220408358468465
2.5,602.0,0.9661471619409899,0.93854716194099
2.51,610.0,0.9706725059079462,0.9426725059079462
2.52,865.0,0.96865217196103,0.9279021719610301
2.53,592.0,0.9711979968082805,0.9440979968082804
2.54,831.0,0.9691776628613643,0.9301276628613643
2.55,810.0,0.9681266810606958,0.9301266810606957
2.56,904.0,0.9676338420221298,0.9249338420221298
2.57,847.0,0.9711735079119542,0.9313235079119542
2.5799999999999996,1050.0,0.9676338420221298,0.9176338420221297
2.59,896.0,0.9716745099159623,0.9293745099159623
2.5999999999999996,862.0,0.97115718198107,0.9305571819810701
2.61,604.0,0.9686603349264721,0.9409603349264721
2.6199999999999997,889.0,0.9686276830647038,0.9266776830647038
2.63,611.0,0.9727173287511888,0.9446673287511888
2.6399999999999997,897.0,0.9737111697937627,0.9313611697937627
2.65,602.0,0.9691613369304801,0.9415613369304802
2.6599999999999997,839.0,0.9686603349264721,0.9292103349264721
2.67,602.0,0.9707051577697146,0.9431051577697146
2.6799999999999997,879.0,0.9726765139239784,0.9312265139239784
2.69,913.0,0.96865217196103,0.92550217196103
2.6999999999999997,848.0,0.9721755119199702,0.9322755119199702
2.71,890.0,0.9671165140872375,0.9251165140872375
2.7199999999999998,820.0,0.9661226730446637,0.9276226730446637
2.73,869.0,0.9676256790566877,0.9266756790566877
2.7399999999999998,939.0,0.9686195200992617,0.9241695200992617
2.75,900.0,0.9701551779730541,0.9276551779730541
2.76,612.0,0.9711653449465122,0.9430653449465122
2.77,908.0,0.9691613369304801,0.9262613369304801
2.78,919.0,0.9691286850687117,0.9256786850687118
2.79,915.0,0.9701633409384962,0.9269133409384962
2.8,954.0,0.9686684978919142,0.9234684978919142
2.81,613.0,0.9691450109995959,0.9409950109995959
2.82,814.0,0.9691368480341538,0.9309368480341538
2.8299999999999996,853.0,0.9711653449465122,0.9310153449465122
2.84,902.0,0.9706725059079462,0.9280725059079462
2.8499999999999996,605.0,0.9727010028203045,0.9449510028203044
2.86,854.0,0.9711735079119542,0.9309735079119542
2.8699999999999997,611.0,0.9717071617777306,0.9436571617777306
2.88,610.0,0.9686848238227983,0.9406848238227983
2.8899999999999997,956.0,0.9691531739650381,0.9238531739650381
2.9,605.0,0.9706888318388305,0.9429388318388304
2.9099999999999997,599.0,0.9722244897126228,0.9447744897126228
2.92,606.0,0.9686684978919142,0.9408684978919142
2.9299999999999997,973.0,0.9701551779730541,0.924005177973054
2.94,616.0,0.968151169957022,0.939851169957022
2.9499999999999997,618.0,0.9716745099159623,0.9432745099159623
2.96,611.0,0.9686276830647038,0.9405776830647038
2.9699999999999998,917.0,0.9676011901603614,0.9242511901603614
2.98,869.0,0.9696705018999302,0.9287205018999302
2.9899999999999998,606.0,0.9701715039039382,0.9423715039039382
3.0,615.0,0.9716663469505202,0.9434163469505202
3.01,629.0,0.968151169957022,0.939201169957022
3.02,612.0,0.9721918378508545,0.9440918378508545
3.03,621.0,0.9726928398548624,0.9441428398548625
3.04,874.0,0.9666236750486716,0.9254236750486716
3.05,903.0,0.9681185180952536,0.9254685180952537
3.06,601.0,0.9737030068283206,0.9461530068283206
3.07,854.0,0.9706398540461779,0.9304398540461779
3.08,617.0,0.9666318380141138,0.9382818380141138
3.09,615.0,0.9706806688733883,0.9424306688733883
3.0999999999999996,615.0,0.9717071617777306,0.9434571617777306
3.11,623.0,0.9722000008162965,0.9435500008162966
3.1199999999999997,616.0,0.9660981841483374,0.9377981841483374
3.13,629.0,0.9701959928002645,0.9412459928002644
3.1399999999999997,998.0,0.9711979968082805,0.9237979968082805
3.15,616.0,0.96814300699158,0.93984300699158
3.1599999999999997,837.0,0.9691205221032697,0.9297705221032697
3.17,950.0,0.9701551779730541,0.925155177973054
3.1799999999999997,972.0,0.96814300699158,0.9220430069915799
3.19,628.0,0.9706725059079462,0.9417725059079461
3.1999999999999997,608.0,0.9691450109995959,0.9412450109995959
3.21,918.0,0.968159332922464,0.924759332922464
3.2199999999999998,609.0,0.9726928398548624,0.9447428398548624
3.23,900.0,0.9691286850687117,0.9266286850687118
3.2399999999999998,882.0,0.9711735079119542,0.9295735079119543
3.25,623.0,0.9722081637817386,0.9435581637817386
3.26,621.0,0.9721918378508545,0.9436418378508545
3.27,605.0,0.9691694998959222,0.9414194998959221
3.28,612.0,0.9681674958879061,0.9400674958879061
3.29,627.0,0.9691776628613643,0.9403276628613643
3.3,620.0,0.9717071617777306,0.9432071617777307
3.31,626.0,0.9721918378508545,0.9433918378508545
3.32,641.0,0.9701878298348223,0.9406378298348224
3.33,628.0,0.9676420049875718,0.9387420049875718
3.34,620.0,0.9696786648653724,0.9411786648653724
3.3499999999999996,605.0,0.9722000008162965,0.9444500008162965
3.36,641.0,0.968159332922464,0.9386093329224641
3.3699999999999997,615.0,0.9706725059079462,0.9424225059079462
3.38,590.0,0.9726928398548624,0.9456928398548624
3.3899999999999997,626.0,0.97115718198107,0.94235718198107
3.4,612.0,0.9711816708773964,0.9430816708773964
3.4099999999999997,618.0,0.973234656686081,0.944834656686081
3.42,615.0,0.9701715039039382,0.9419215039039383
3.4299999999999997,630.0,0.9676664938838981,0.9386664938838981
3.44,616.0,0.9661389989755478,0.9378389989755478
3.4499999999999997,614.0,0.9732101677897547,0.9450101677897547
3.46,626.0,0.9691531739650381,0.940353173965038
3.4699999999999998,605.0,0.9686848238227983,0.9409348238227982
3.48,619.0,0.9706806688733883,0.9422306688733884
3.4899999999999998,605.0,0.9701878298348223,0.9424378298348223
3.5,625.0,0.9701878298348223,0.9414378298348223
3.51,612.0,0.9666318380141138,0.9385318380141138
3.52,630.0,0.9716826728814043,0.9426826728814043
3.53,626.0,0.9666318380141138,0.9378318380141137
3.54,631.0,0.9676583309184561,0.9386083309184561
3.55,619.0,0.9696705018999302,0.9412205018999302
3.56,1022.0,0.9660900211828953,0.9174900211828954
3.57,623.0,0.9691450109995959,0.940495010999596
3.58,634.0,0.9711898338428384,0.9419898338428384
3.59,616.0,0.9716826728814043,0.9433826728814043
3.5999999999999996,621.0,0.9716908358468465,0.9431408358468465
3.61,630.0,0.9706561799770621,0.9416561799770621
3.6199999999999997,614.0,0.9711979968082805,0.9429979968082804
3.63,613.0,0.9732101677897547,0.9450601677897547
3.6399999999999997,647.0,0.9716826728814043,0.9418326728814043
3.65,622.0,0.9701715039039382,0.9415715039039383
3.6599999999999997,929.0,0.9711735079119542,0.9272235079119542
3.67,640.0,0.9706725059079462,0.9411725059079462
3.6799999999999997,622.0,0.9721918378508545,0.9435918378508545
3.69,617.0,0.9701633409384962,0.9418133409384962
3.6999999999999997,632.0,0.9706806688733883,0.9415806688733883
3.71,618.0,0.9661389989755478,0.9377389989755478
3.7199999999999998,630.0,0.9711979968082805,0.9421979968082804
3.73,640.0,0.9696949907962564,0.9401949907962565
3.7399999999999998,647.0,0.9691613369304801,0.9393113369304801
3.75,623.0,0.9696705018999302,0.9410205018999303
3.76,613.0,0.9716908358468465,0.9435408358468464
3.77,619.0,0.9716826728814043,0.9432326728814043
3.78,631.0,0.9721836748854125,0.9431336748854124
3.79,639.0,0.9711979968082805,0.9417479968082805
3.8,619.0,0.9701388520421699,0.9416888520421699
3.81,611.0,0.9727254917166308,0.9446754917166308
3.82,646.0,0.969654175969046,0.939854175969046
3.83,639.0,0.9706806688733883,0.9412306688733884
3.84,656.0,0.969654175969046,0.939354175969046
3.8499999999999996,631.0,0.9732101677897547,0.9441601677897546
3.86,636.0,0.9706643429425041,0.9413643429425042
3.8699999999999997,620.0,0.96865217196103,0.9401521719610301
3.88,622.0,0.9696705018999302,0.9410705018999302
3.8899999999999997,623.0,0.9712061597737226,0.9425561597737226
3.9,625.0,0.9716908358468465,0.9429408358468464
3.9099999999999997,640.0,0.9691531739650381,0.9396531739650381
3.92,648.0,0.9686276830647038,0.9387276830647038
3.9299999999999997,639.0,0.969662338934488,0.9402123389344881
3.94,624.0,0.9691613369304801,0.9404613369304802
3.9499999999999997,638.0,0.969662338934488,0.9402623389344881
3.96,630.0,0.9691613369304801,0.9401613369304801
3.9699999999999998,647.0,0.9686440089955879,0.9387940089955878
3.98,654.0,0.9701715039039382,0.9399715039039382
3.9899999999999998,646.0,0.969646013003604,0.9398460130036039
4.0,628.0,0.9671410029835639,0.9382410029835638
4.01,642.0,0.9727336546820728,0.9431336546820729
4.02,635.0,0.9721755119199702,0.9429255119199702
4.03,648.0,0.9717234877086147,0.9418234877086147
4.04,639.0,0.9661226730446637,0.9366726730446637
4.05,647.0,0.9712143227391647,0.9413643227391647
4.06,624.0,0.9716908358468465,0.9429908358468464
4.07,630.0,0.9701959928002645,0.9411959928002644
4.08,620.0,0.9732020048243126,0.9447020048243127
4.09,631.0,0.9716908358468465,0.9426408358468464
4.1,641.0,0.9711898338428384,0.9416398338428384
4.109999999999999,609.0,0.9671654918798901,0.9392154918798901
4.12,616.0,0.9701388520421699,0.9418388520421699
4.13,635.0,0.9691858258268063,0.9399358258268063
4.14,632.0,0.9686766608573563,0.9395766608573562
4.1499999999999995,636.0,0.9676256790566877,0.9383256790566877
4.16,646.0,0.9716826728814043,0.9418826728814043
4.17,627.0,0.9686440089955879,0.9397940089955878
4.18,645.0,0.9701796668693803,0.9404296668693802
4.1899999999999995,626.0,0.9711653449465122,0.9423653449465121
4.2,644.0,0.9706806688733883,0.9409806688733884
4.21,639.0,0.9721918378508545,0.9427418378508545
4.22,635.0,0.9722163267471807,0.9429663267471807
4.2299999999999995,639.0,0.9716826728814043,0.9422326728814043
4.24,637.0,0.9722244897126228,0.9428744897126228
4.25,635.0,0.9721918378508545,0.9429418378508545
4.26,652.0,0.9691368480341538,0.9390368480341538
4.27,630.0,0.9701715039039382,0.9411715039039382
4.28,636.0,0.9701470150076119,0.9408470150076119
4.29,635.0,0.9701796668693803,0.9409296668693803
4.3,633.0,0.9722000008162965,0.9430500008162965
4.31,650.0,0.9701796668693803,0.9401796668693803
4.32,644.0,0.966664489875882,0.936964489875882
4.33,631.0,0.9691531739650381,0.9401031739650381
4.34,633.0,0.9722000008162965,0.9430500008162965
4.35,649.0,0.9717153247431727,0.9417653247431726
4.36,643.0,0.9716989988122885,0.9420489988122885
4.37,647.0,0.9701470150076119,0.9402970150076119
4.38,657.0,0.9711979968082805,0.9408479968082805
4.39,646.0,0.9706806688733883,0.9408806688733883
4.3999999999999995,646.0,0.9711979968082805,0.9413979968082804
4.41,642.0,0.9711816708773964,0.9415816708773964
4.42,636.0,0.968159332922464,0.938859332922464
4.43,655.0,0.9696786648653724,0.9394286648653724
4.4399999999999995,657.0,0.9686603349264721,0.9383103349264721
4.45,647.0,0.9696786648653724,0.9398286648653723
4.46,634.0,0.968159332922464,0.938959332922464
4.47,643.0,0.9727010028203045,0.9430510028203045
4.4799999999999995,638.0,0.9701633409384962,0.9407633409384962
4.49,655.0,0.9686276830647038,0.9383776830647038
4.5,642.0,0.9721836748854125,0.9425836748854125
4.51,648.0,0.9691776628613643,0.9392776628613643
4.52,643.0,0.9691368480341538,0.9394868480341538
4.53,649.0,0.9706888318388305,0.9407388318388304
4.54,652.0,0.9691858258268063,0.9390858258268063
4.55,647.0,0.9706969948042725,0.9408469948042725
4.56,629.0,0.9711898338428384,0.9422398338428384
4.57,648.0,0.9711898338428384,0.9412898338428384
4.58,638.0,0.9706806688733883,0.9412806688733883
4.59,649.0,0.9681266810606958,0.9381766810606957
4.6,643.0,0.9706725059079462,0.9410225059079462
4.61,635.0,0.9691613369304801,0.9399113369304801
4.62,659.0,0.9711816708773964,0.9407316708773964
4.63,636.0,0.9686440089955879,0.9393440089955879
4.64,647.0,0.9691450109995959,0.9392950109995959
4.6499999999999995,665.0,0.9736948438628785,0.9429448438628785
4.66,650.0,0.9691939887922485,0.9391939887922485
4.67,661.0,0.9711653449465122,0.9406153449465122
4.68,649.0,0.9706888318388305,0.9407388318388304
4.6899999999999995,647.0,0.9721836748854125,0.9423336748854124
4.7,668.0,0.9716908358468465,0.9407908358468464
4.71,666.0,0.9701715039039382,0.9393715039039382
4.72,645.0,0.9726928398548624,0.9429428398548624
4.7299999999999995,637.0,0.9716908358468465,0.9423408358468465
4.74,641.0,0.9726846768894204,0.9431346768894204
4.75,667.0,0.9727173287511888,0.9418673287511887
4.76,670.0,0.96865217196103,0.93765217196103
4.77,631.0,0.9737193327592047,0.9446693327592047
4.78,656.0,0.9686440089955879,0.9383440089955879
4.79,647.0,0.9691694998959222,0.9393194998959221
4.8,659.0,0.9721836748854125,0.9417336748854125
4.81,668.0,0.9722000008162965,0.9413000008162965
4.82,655.0,0.9732101677897547,0.9429601677897547
4.83,651.0,0.9727010028203045,0.9426510028203045
4.84,653.0,0.9686603349264721,0.9385103349264721
4.85,655.0,0.9717071617777306,0.9414571617777306
4.86,640.0,0.973234656686081,0.943734656686081
4.87,653.0,0.9671491659490059,0.9369991659490059
4.88,656.0,0.9707051577697146,0.9404051577697146
4.89,658.0,0.9686358460301459,0.9382358460301459
4.8999999999999995,649.0,0.9711735079119542,0.9412235079119542
4.91,643.0,0.9742203347632128,0.9445703347632128
4.92,643.0,0.9717071617777306,0.9420571617777307
4.93,650.0,0.9727091657857467,0.9427091657857467
4.9399999999999995,663.0,0.9706888318388305,0.9400388318388305
4.95,666.0,0.9696705018999302,0.9388705018999302
4.96,657.0,0.9671246770526798,0.9367746770526798
4.97,676.0,0.9707051577697146,0.9394051577697146
4.9799999999999995,659.0,0.9691531739650381,0.9387031739650381
4.99,671.0,0.9711653449465122,0.9401153449465122
5.0,672.0,0.96814300699158,0.9370430069915799
